origin_zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
68,8.0,0.0,4.0,8.0,0.0,4.0,20.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,4.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,236.0,4.0,0.0,0.0,8.0,20.0,0.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0
69,116.0,44.0,116.0,284.0,92.0,184.0,28.0,224.0,216.0,288.0,136.0,184.0,100.0,40.0,200.0,0.0,76.0,68.0,72.0,84.0,136.0,68.0,112.0,68.0,8.0,36.0,44.0,4.0,140.0,108.0,44.0,76.0,112.0,28.0,60.0,76.0,92.0,28.0,124.0,56.0,16.0,104.0,0.0,116.0,60.0,80.0,28.0,232.0,204.0,152.0,168.0,280.0,32.0,104.0,96.0,28.0,96.0,16.0,4.0,16.0,80.0,72.0,56.0,36.0,72.0,24.0,116.0,68.0,312.0,52.0,0.0,140.0,208.0,16.0,160.0,148.0,72.0,180.0,0.0,80.0,72.0,192.0,8.0,156.0,136.0,200.0,128.0,4.0,120.0,364.0,84.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,28.0,0.0,4.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
71,4.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,108.0,0.0,0.0,4.0,8.0,0.0,8.0,4.0,4.0,308.0,0.0,8.0,112.0,0.0,4.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,228.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,104.0,132.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,364.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,112.0,0.0,0.0,0.0,80.0
72,96.0,44.0,48.0,132.0,72.0,104.0,36.0,148.0,120.0,244.0,72.0,108.0,76.0,24.0,100.0,8.0,72.0,68.0,40.0,60.0,72.0,16.0,32.0,44.0,0.0,44.0,24.0,0.0,76.0,64.0,16.0,84.0,40.0,72.0,48.0,24.0,88.0,56.0,76.0,24.0,20.0,24.0,0.0,28.0,32.0,40.0,16.0,116.0,108.0,128.0,188.0,128.0,12.0,72.0,52.0,8.0,96.0,8.0,0.0,0.0,8.0,4.0,36.0,52.0,84.0,4.0,36.0,44.0,48.0,20.0,0.0,332.0,84.0,8.0,80.0,92.0,60.0,76.0,0.0,52.0,52.0,116.0,4.0,76.0,64.0,92.0,52.0,0.0,108.0,148.0,148.0,0.0
73,28.0,28.0,0.0,40.0,32.0,20.0,12.0,4.0,8.0,44.0,64.0,20.0,16.0,68.0,16.0,0.0,12.0,100.0,48.0,84.0,24.0,24.0,24.0,28.0,0.0,24.0,12.0,4.0,12.0,24.0,12.0,12.0,4.0,4.0,4.0,28.0,4.0,12.0,24.0,44.0,12.0,20.0,4.0,12.0,20.0,8.0,0.0,48.0,4.0,36.0,8.0,12.0,0.0,308.0,4.0,4.0,88.0,0.0,0.0,4.0,24.0,12.0,16.0,4.0,16.0,8.0,68.0,28.0,8.0,4.0,0.0,8.0,292.0,8.0,0.0,8.0,56.0,72.0,0.0,20.0,24.0,84.0,12.0,28.0,12.0,12.0,32.0,0.0,0.0,64.0,136.0,0.0
74,60.0,12.0,0.0,20.0,16.0,0.0,0.0,12.0,16.0,44.0,0.0,8.0,8.0,4.0,16.0,0.0,4.0,40.0,0.0,36.0,4.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,8.0,4.0,20.0,4.0,0.0,0.0,4.0,8.0,0.0,8.0,8.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,16.0,20.0,16.0,4.0,4.0,0.0,144.0,12.0,0.0,12.0,0.0,0.0,0.0,4.0,20.0,0.0,4.0,0.0,12.0,4.0,8.0,20.0,36.0,0.0,0.0,40.0,96.0,12.0,4.0,28.0,4.0,0.0,0.0,12.0,16.0,52.0,12.0,12.0,12.0,12.0,8.0,0.0,0.0,92.0,0.0
75,40.0,0.0,36.0,64.0,24.0,24.0,16.0,116.0,52.0,48.0,40.0,48.0,28.0,4.0,60.0,4.0,8.0,16.0,4.0,0.0,12.0,12.0,8.0,0.0,0.0,8.0,0.0,0.0,36.0,28.0,8.0,24.0,32.0,4.0,16.0,92.0,40.0,44.0,36.0,12.0,12.0,8.0,0.0,12.0,16.0,20.0,12.0,116.0,56.0,80.0,64.0,76.0,0.0,44.0,24.0,4.0,32.0,0.0,0.0,0.0,12.0,12.0,8.0,0.0,44.0,8.0,12.0,24.0,32.0,4.0,0.0,48.0,28.0,0.0,100.0,20.0,0.0,12.0,0.0,16.0,16.0,12.0,0.0,40.0,20.0,36.0,4.0,0.0,20.0,120.0,16.0,0.0
76,32.0,32.0,16.0,72.0,48.0,32.0,44.0,48.0,28.0,40.0,28.0,20.0,20.0,8.0,28.0,0.0,64.0,20.0,72.0,16.0,60.0,28.0,56.0,4.0,0.0,20.0,4.0,8.0,32.0,20.0,24.0,72.0,32.0,16.0,24.0,24.0,24.0,4.0,28.0,16.0,0.0,12.0,0.0,16.0,12.0,24.0,4.0,44.0,24.0,28.0,36.0,20.0,0.0,48.0,8.0,8.0,32.0,0.0,0.0,8.0,4.0,8.0,0.0,0.0,8.0,12.0,20.0,44.0,40.0,4.0,0.0,52.0,28.0,4.0,16.0,220.0,4.0,28.0,0.0,24.0,24.0,48.0,12.0,24.0,12.0,24.0,28.0,0.0,56.0,52.0,12.0,0.0
77,16.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,4.0,0.0,12.0,4.0,4.0,0.0,0.0,36.0,0.0,20.0,0.0,16.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,24.0,4.0,20.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,104.0,4.0,0.0,20.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,12.0,16.0,0.0
78,40.0,0.0,8.0,60.0,32.0,28.0,4.0,36.0,28.0,72.0,64.0,60.0,56.0,40.0,48.0,0.0,12.0,64.0,12.0,52.0,20.0,12.0,24.0,40.0,0.0,4.0,4.0,0.0,32.0,52.0,20.0,52.0,16.0,16.0,32.0,64.0,12.0,24.0,40.0,8.0,8.0,12.0,0.0,12.0,44.0,56.0,8.0,44.0,112.0,80.0,36.0,36.0,4.0,196.0,12.0,0.0,60.0,0.0,4.0,0.0,12.0,4.0,24.0,12.0,20.0,28.0,8.0,28.0,48.0,24.0,0.0,48.0,164.0,0.0,40.0,24.0,44.0,244.0,0.0,20.0,44.0,80.0,12.0,20.0,76.0,56.0,56.0,0.0,56.0,68.0,96.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,8.0,0.0,12.0,28.0,16.0,12.0,0.0,40.0,8.0,8.0,32.0,4.0,12.0,4.0,36.0,0.0,12.0,4.0,28.0,4.0,24.0,16.0,24.0,0.0,0.0,4.0,20.0,0.0,28.0,16.0,0.0,8.0,4.0,12.0,4.0,16.0,20.0,12.0,8.0,4.0,4.0,0.0,0.0,12.0,28.0,16.0,0.0,20.0,32.0,32.0,28.0,40.0,0.0,4.0,4.0,0.0,32.0,0.0,0.0,0.0,12.0,8.0,4.0,0.0,20.0,12.0,4.0,40.0,28.0,0.0,0.0,28.0,20.0,0.0,12.0,24.0,4.0,16.0,0.0,100.0,4.0,20.0,4.0,24.0,36.0,8.0,20.0,0.0,36.0,56.0,16.0,0.0
81,4.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,28.0,4.0,0.0,8.0,0.0,12.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,36.0,20.0,0.0,0.0,0.0,20.0,4.0,0.0,20.0,4.0,16.0,0.0
82,84.0,0.0,8.0,64.0,20.0,152.0,40.0,36.0,24.0,116.0,20.0,28.0,28.0,12.0,24.0,0.0,12.0,28.0,4.0,16.0,4.0,20.0,12.0,8.0,0.0,0.0,32.0,8.0,28.0,20.0,0.0,12.0,28.0,16.0,24.0,32.0,12.0,4.0,24.0,4.0,8.0,16.0,0.0,8.0,20.0,24.0,8.0,12.0,40.0,24.0,16.0,8.0,8.0,76.0,32.0,8.0,80.0,4.0,0.0,0.0,12.0,8.0,16.0,0.0,4.0,32.0,68.0,24.0,28.0,4.0,0.0,40.0,16.0,4.0,8.0,16.0,16.0,20.0,0.0,0.0,48.0,240.0,8.0,24.0,4.0,80.0,16.0,0.0,52.0,32.0,32.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,4.0,12.0,8.0,4.0,0.0,16.0,20.0,0.0,12.0,28.0,8.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,20.0,28.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,4.0,0.0,12.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0
85,88.0,44.0,72.0,172.0,84.0,144.0,16.0,108.0,148.0,168.0,52.0,88.0,60.0,32.0,192.0,12.0,112.0,48.0,156.0,24.0,172.0,76.0,96.0,28.0,0.0,28.0,20.0,4.0,32.0,80.0,64.0,120.0,48.0,40.0,40.0,36.0,52.0,44.0,132.0,12.0,28.0,32.0,0.0,36.0,44.0,20.0,8.0,92.0,120.0,80.0,100.0,56.0,8.0,36.0,12.0,16.0,88.0,0.0,0.0,4.0,36.0,36.0,28.0,16.0,92.0,20.0,112.0,72.0,40.0,8.0,0.0,56.0,40.0,0.0,84.0,152.0,48.0,60.0,0.0,72.0,32.0,56.0,4.0,60.0,132.0,36.0,56.0,16.0,76.0,184.0,72.0,0.0
86,60.0,8.0,12.0,28.0,12.0,92.0,20.0,68.0,16.0,160.0,24.0,0.0,76.0,8.0,28.0,0.0,36.0,24.0,4.0,16.0,28.0,0.0,4.0,4.0,4.0,16.0,8.0,0.0,64.0,28.0,8.0,4.0,8.0,20.0,20.0,12.0,20.0,16.0,40.0,0.0,0.0,16.0,0.0,16.0,8.0,40.0,0.0,24.0,24.0,12.0,8.0,40.0,0.0,36.0,20.0,8.0,128.0,0.0,4.0,0.0,24.0,12.0,4.0,4.0,4.0,4.0,88.0,8.0,44.0,8.0,0.0,8.0,12.0,0.0,8.0,44.0,16.0,24.0,0.0,4.0,28.0,120.0,0.0,4.0,12.0,172.0,32.0,0.0,32.0,52.0,44.0,0.0
87,8.0,0.0,4.0,4.0,12.0,40.0,0.0,16.0,0.0,16.0,4.0,8.0,36.0,32.0,8.0,4.0,4.0,0.0,4.0,4.0,0.0,68.0,0.0,12.0,0.0,0.0,12.0,0.0,8.0,20.0,0.0,0.0,0.0,4.0,8.0,8.0,12.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,12.0,0.0,0.0,12.0,8.0,4.0,8.0,8.0,32.0,0.0,0.0,40.0,0.0,0.0,8.0,0.0,0.0,8.0,12.0,0.0,0.0,8.0,12.0,12.0,4.0,0.0,4.0,12.0,4.0,4.0,0.0,8.0,8.0,0.0,0.0,4.0,40.0,4.0,0.0,4.0,32.0,88.0,0.0,44.0,0.0,12.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,0.0,20.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,4.0,12.0
89,92.0,4.0,48.0,80.0,48.0,80.0,12.0,88.0,56.0,92.0,48.0,64.0,68.0,40.0,60.0,0.0,32.0,64.0,12.0,36.0,20.0,36.0,28.0,36.0,0.0,32.0,8.0,4.0,76.0,64.0,8.0,60.0,12.0,40.0,60.0,48.0,20.0,36.0,48.0,8.0,20.0,12.0,0.0,24.0,56.0,44.0,12.0,116.0,64.0,72.0,48.0,120.0,8.0,76.0,32.0,12.0,72.0,0.0,8.0,4.0,4.0,24.0,20.0,4.0,8.0,8.0,32.0,40.0,36.0,8.0,0.0,76.0,60.0,8.0,44.0,44.0,16.0,48.0,0.0,20.0,20.0,140.0,0.0,48.0,36.0,96.0,104.0,0.0,188.0,84.0,64.0,0.0
90,24.0,8.0,36.0,132.0,64.0,56.0,24.0,84.0,32.0,152.0,44.0,88.0,52.0,12.0,72.0,0.0,40.0,48.0,4.0,16.0,16.0,24.0,52.0,16.0,0.0,8.0,8.0,4.0,60.0,64.0,8.0,24.0,16.0,24.0,8.0,32.0,68.0,16.0,12.0,20.0,24.0,24.0,4.0,40.0,32.0,40.0,20.0,56.0,36.0,68.0,36.0,84.0,16.0,52.0,28.0,16.0,32.0,0.0,0.0,8.0,20.0,12.0,8.0,32.0,20.0,12.0,72.0,12.0,48.0,28.0,4.0,56.0,56.0,0.0,32.0,16.0,12.0,52.0,0.0,40.0,24.0,36.0,0.0,28.0,48.0,16.0,48.0,4.0,56.0,508.0,44.0,0.0
91,20.0,8.0,0.0,12.0,0.0,4.0,0.0,16.0,8.0,20.0,0.0,4.0,4.0,4.0,16.0,0.0,0.0,16.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,4.0,8.0,0.0,4.0,0.0,0.0,4.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,16.0,4.0,0.0,0.0,36.0,0.0,4.0,16.0,0.0,0.0,8.0,0.0,4.0,0.0,8.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,28.0,32.0,0.0,8.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,160.0,0.0
92,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,32.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,20.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,108.0
